rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
2287,4,13.7,7.44,0.39,32.0
1438,3,10.9,8.51,0.99,55.0
1083,4,13.4,8.7,0.6,41.4
1996,1,12.1,6.18,0.51,53.2
500,3,11.0,8.77,0.46,53.9
574,1,10.0,9.44,0.18,43.9
1675,5,7.3,8.96,0.44,37.5
1857,2,5.9,5.36,0.63,68.2
1541,1,5.2,6.58,0.91,79.7
694,1,2.3,6.06,0.9,92.4
1227,4,14.1,7.42,0.72,60.1
2073,3,16.2,9.53,0.79,49.4
2207,1,10.7,5.59,0.88,67.8
1788,1,12.1,4.93,0.9,83.7
2609,1,13.3,7.84,0.86,48.7
2078,2,9.0,8.03,0.54,54.1
1276,5,11.9,9.3,0.63,36.0
1603,5,20.1,9.02,0.77,41.4
817,4,6.5,7.46,0.31,53.5
1724,2,12.0,8.08,0.74,50.7
2578,2,11.5,7.96,0.65,38.6
2279,2,5.1,8.1,0.54,43.5
2781,3,17.8,9.93,0.69,21.8
1587,1,15.9,7.72,0.71,61.4
2742,4,17.3,11.55,0.5,2.5
1664,1,10.6,5.48,0.75,66.9
2830,8,16.2,11.15,0.42,0.0
1784,3,12.4,8.61,0.73,50.0
2295,3,20.1,7.56,0.83,39.9
2832,6,16.1,7.51,0.59,24.5
1664,2,9.4,8.89,0.89,62.1
1952,5,8.6,9.35,0.73,29.8
2702,3,9.1,7.07,0.65,44.2
1706,4,10.8,8.52,0.73,35.3
875,1,10.8,7.82,0.55,57.8
3300,4,20.0,8.07,0.72,26.5
1471,0,11.6,6.66,0.84,74.2
1911,6,11.6,7.48,0.79,42.4
2609,3,9.3,8.27,0.79,50.0
1374,1,5.1,7.03,0.67,70.7
1094,1,13.8,8.27,0.66,50.2
1977,3,18.6,9.05,0.69,34.6
544,3,13.8,7.57,0.46,45.8
1598,4,13.2,7.68,0.75,56.9
1971,4,7.6,9.11,0.64,24.3
1611,3,8.7,5.95,0.56,59.2
719,1,11.3,7.15,0.8,76.5
2915,3,10.7,7.72,0.58,28.4
1872,7,14.1,10.98,0.44,0.9
2801,2,8.0,9.21,0.47,31.0
1617,4,15.7,7.57,0.48,37.0
1183,0,9.4,5.07,0.88,83.1
1988,3,3.3,8.29,0.75,56.3
1648,0,5.6,5.65,0.68,78.7
975,2,12.7,7.46,0.79,56.5
2828,3,6.6,8.74,0.67,41.6
1364,0,3.2,7.52,0.89,67.3
511,3,18.4,8.95,0.69,45.4
2729,2,21.9,8.76,0.58,30.1
1446,0,12.2,5.47,0.77,80.5
1374,4,11.4,8.6,0.49,37.4
564,0,8.7,6.36,1.0,92.8
3018,2,18.4,8.08,0.77,33.5
897,2,2.4,4.57,0.69,82.3
1840,5,17.9,9.38,0.58,23.9
2438,5,19.5,9.76,0.22,8.9
2095,0,10.2,7.84,0.69,58.0
1758,2,5.1,7.82,0.6,55.1
608,2,12.5,6.32,0.63,64.9
1233,1,17.8,6.79,0.68,68.7
1931,1,11.3,9.06,0.75,55.6
1248,8,16.4,9.79,0.5,21.2
1942,5,22.3,9.49,0.66,18.3
2277,3,10.6,7.88,1.0,45.1
2473,3,7.7,9.18,0.62,37.4
941,4,16.0,6.77,0.57,52.8
3337,3,9.2,8.45,0.37,22.0
2337,3,1.8,11.16,0.48,24.1
1798,3,9.8,8.33,0.68,41.4
2562,3,10.9,8.92,0.59,37.2
3455,6,21.9,9.82,0.53,0.0
792,3,7.5,7.43,0.56,61.2
1642,4,18.5,9.9,0.26,14.2
500,7,17.4,9.53,0.7,29.3
1934,3,4.2,10.33,0.69,37.8
2055,3,6.0,7.85,0.68,46.4
1772,3,16.0,7.21,0.62,44.5
1341,1,6.7,7.79,0.65,67.5
500,1,6.3,5.29,0.84,83.6
2061,10,17.6,9.61,0.21,0.0
2818,1,13.7,7.77,0.54,31.6
1386,1,7.2,8.41,0.8,65.6
2108,5,14.0,7.39,0.81,44.2
702,1,10.0,6.33,0.76,82.1
2120,3,3.4,8.0,0.65,44.4
1524,1,13.3,8.01,0.85,59.3
1266,1,7.5,6.39,0.43,60.6
1267,2,18.8,7.56,0.56,55.4
1524,4,14.2,10.32,0.67,30.4
2067,2,12.0,8.5,0.54,41.1
881,2,10.8,8.74,0.77,57.0
1522,5,5.6,10.02,0.53,38.5
1770,5,13.0,7.62,0.71,34.9
1030,3,10.7,7.49,0.55,50.2
3057,2,7.5,3.5,0.74,68.0
1202,4,12.8,9.95,0.45,30.6
1331,1,5.7,8.87,0.74,56.0
1115,3,10.5,10.45,0.95,57.9
3058,4,13.4,11.5,0.51,0.3
2187,3,14.6,6.65,0.63,45.4
1144,3,12.6,7.64,0.51,55.8
2574,3,12.5,7.51,0.63,39.9
1940,3,17.8,8.45,0.43,32.2
1980,5,17.1,8.64,0.38,25.7
1558,4,9.7,4.79,0.63,59.5
1275,3,9.8,6.96,0.51,55.8
2036,0,0.0,7.13,0.77,76.8
1418,4,19.2,6.6,0.74,53.4
3071,2,8.6,7.22,0.65,45.9
911,2,6.0,7.35,0.63,61.1
2875,1,6.6,5.98,0.62,53.3
1722,3,15.1,9.6,0.86,48.5
2009,7,17.2,9.18,0.69,28.4
2383,1,2.5,8.79,0.63,51.3
1358,4,5.5,9.65,0.6,43.8
2404,1,16.1,7.97,0.58,41.0
500,1,5.3,6.83,0.8,83.4
1296,1,7.2,7.76,0.6,59.9
1153,4,15.4,8.82,0.77,43.2
922,4,6.7,10.32,0.4,30.7
1649,6,11.5,10.2,0.53,22.1
2070,2,5.8,9.51,0.74,38.0
2291,2,15.8,8.91,0.95,41.8
1968,1,9.8,7.07,0.9,62.6
1334,2,10.2,5.45,0.85,75.8
2058,3,7.6,8.05,0.66,43.0
1886,2,22.8,6.81,0.75,63.9
2455,0,4.3,7.21,0.51,47.8
2343,2,3.7,8.89,0.74,43.5
1821,2,7.7,9.38,0.7,37.6
1171,0,5.2,5.4,0.88,94.1
1342,0,7.0,7.19,0.25,50.5
1415,3,15.9,10.33,0.72,32.8
1579,2,19.3,9.05,0.45,36.8
1987,8,25.0,11.17,0.77,9.0
2300,3,1.4,8.93,0.8,38.8
1764,5,14.3,8.44,0.5,35.9
1811,4,14.0,8.14,0.6,37.8
1900,5,13.6,11.54,0.46,22.7
1438,5,15.5,6.78,0.59,39.5
1152,2,16.5,7.84,0.5,55.1
571,4,12.2,9.6,0.56,43.9
1313,1,4.9,7.96,0.68,60.6
2131,2,10.6,7.14,0.65,51.2
1307,3,0.0,7.06,0.69,65.6
1633,2,15.7,8.21,0.84,51.0
2126,0,5.6,6.86,0.9,68.6
2164,1,13.7,7.94,0.87,59.4
1044,5,14.1,8.91,0.53,36.5
2497,3,11.1,8.4,0.77,37.1
2589,5,17.3,9.34,0.48,8.1
1009,3,15.5,7.55,0.74,45.3
1223,2,7.1,7.17,0.67,60.8
2633,6,13.6,10.18,0.89,20.4
1697,3,11.7,7.74,0.49,46.9
500,2,13.6,6.97,0.73,74.8
820,2,8.2,7.44,0.74,73.7
1625,4,8.7,8.51,0.79,47.4
985,0,19.7,6.67,0.6,61.7
1510,2,7.2,10.29,0.82,56.6
1822,1,8.4,6.64,0.78,61.6
2823,2,14.5,5.73,0.98,53.6
1596,0,8.2,3.5,0.8,84.2
2550,3,5.0,7.07,0.91,54.3
2800,6,22.3,7.22,0.57,14.6
2804,4,16.4,10.55,0.54,10.5
1999,1,17.0,9.13,0.72,52.6
500,2,3.7,8.21,0.72,64.6
2122,4,10.1,9.08,0.63,27.3
2533,6,21.3,10.71,0.51,0.0
1743,0,0.0,6.97,0.75,72.8
3021,3,6.7,7.62,0.51,31.9
2401,1,19.4,7.58,0.67,42.1
2197,3,12.4,7.38,0.33,28.5
2560,2,10.4,7.4,0.79,49.2
2033,6,11.3,9.98,0.68,4.7
500,1,15.9,5.38,0.73,80.8
1450,2,14.6,8.24,0.81,51.7
2638,2,11.0,7.98,0.69,45.4
1234,3,19.5,8.97,0.66,33.3
1643,5,6.7,9.23,0.6,37.0
1068,2,12.0,6.73,0.7,60.0
3048,1,5.7,7.99,0.74,49.4
2977,2,22.0,8.62,0.54,22.6
1181,1,10.1,7.77,0.62,58.2
1903,3,3.9,8.19,0.67,48.0
1323,5,12.6,6.5,0.75,47.0
2230,4,7.3,8.81,0.73,38.4
2156,0,11.1,6.77,0.7,64.3
2368,1,12.1,6.51,1.0,67.4
2032,5,9.7,10.53,0.7,17.2
3854,1,7.8,9.92,0.76,22.8
1080,3,7.2,7.21,0.92,68.6
602,3,12.8,7.9,0.48,51.3
1524,0,4.1,7.8,0.69,75.2
702,0,7.2,8.89,0.67,66.6
755,2,12.1,7.57,0.69,73.2
1099,2,10.9,7.3,0.69,59.6
1154,3,9.8,7.39,0.72,57.9
1131,5,15.8,7.35,0.67,45.4
2162,2,0.1,6.83,0.77,61.2
1445,3,10.5,8.39,0.62,50.7
1674,1,5.6,7.98,0.78,64.6
2425,2,8.2,8.0,0.63,47.7
1263,2,14.2,9.39,0.5,38.8
1614,2,16.6,8.28,0.83,55.3
2056,3,15.7,7.99,0.61,36.3
500,3,16.5,6.49,0.72,61.9
500,1,5.2,6.25,0.43,74.9
2042,4,2.5,6.57,0.58,53.0
2144,6,16.8,11.17,0.62,19.2
3244,6,11.5,10.18,0.44,1.0
1910,3,7.4,10.23,0.66,39.7
2373,5,9.8,8.13,0.72,29.6
1663,3,4.7,8.55,0.84,56.5
2008,2,13.4,7.81,0.76,49.7
2967,1,13.3,10.64,0.49,18.3
500,1,1.5,6.83,0.6,73.7
2089,4,18.1,10.01,0.46,17.7
3294,5,12.3,11.28,0.75,13.8
1997,5,17.7,11.4,0.72,22.7
2955,4,7.2,7.65,0.7,39.7
1359,4,21.3,9.57,0.55,38.8
1777,1,4.7,7.29,0.61,65.8
1823,3,9.6,9.11,0.52,38.3
500,1,7.6,5.76,0.78,88.8
982,3,10.2,7.44,0.79,62.8
1032,0,10.5,5.16,0.8,85.4
2375,7,6.5,10.1,0.6,10.2
2410,3,8.7,7.02,0.48,44.5
2026,3,15.5,8.12,0.66,39.8
2376,4,10.2,8.43,0.87,42.0
1685,2,2.1,7.48,0.47,53.4
2641,1,4.8,7.03,0.72,59.6
1806,2,16.5,9.31,0.74,38.1
1840,6,15.4,8.73,0.41,16.6
1614,1,9.0,7.64,1.0,66.2
2279,1,3.2,5.82,1.0,73.9
1505,0,12.5,9.36,0.69,54.1
2483,3,13.8,10.12,0.46,14.9
1007,1,7.5,6.49,0.63,69.2
1030,4,17.1,6.93,0.62,48.7
2281,2,4.8,8.23,0.68,44.7
1738,2,14.2,5.93,1.0,75.2
1482,1,6.7,7.95,0.57,61.2
2423,6,14.5,9.28,0.63,23.2
1374,3,5.4,7.81,0.78,48.3
1659,4,11.3,8.14,0.91,56.5
2779,3,5.4,8.73,0.65,35.8
2877,2,7.1,8.29,0.83,40.7
2900,2,5.1,8.7,0.89,58.7
1602,2,16.0,8.53,0.52,37.6
2661,2,10.2,6.15,0.53,41.1
1135,4,13.8,8.62,0.58,46.4
1165,1,9.0,6.61,0.54,62.0
500,2,11.0,7.11,0.84,75.6
2971,3,9.4,8.37,0.65,29.0
1195,3,19.2,7.25,0.71,44.2
1711,2,3.9,5.44,0.94,84.0
1162,1,10.1,8.22,0.62,65.3
2286,1,11.2,6.55,0.72,62.4
1537,4,9.8,7.93,0.48,43.8
886,1,12.8,7.58,0.72,58.0
2109,0,6.3,5.84,0.61,69.9
796,6,6.2,8.11,0.64,40.2
1213,2,10.2,8.94,0.65,57.8
500,2,8.2,5.51,0.86,92.9
803,3,8.1,7.97,0.67,55.7
1924,2,17.4,8.78,0.85,49.4
500,1,2.9,5.88,0.62,84.2
763,3,15.1,6.95,0.58,56.7
1798,5,23.7,11.05,0.57,9.9
1419,0,20.7,6.64,0.71,67.4
3194,1,19.6,6.03,0.67,40.8
3083,7,14.4,9.72,0.57,3.8
1192,0,8.7,6.81,0.69,78.5
2189,6,11.6,9.53,0.51,16.8
2324,4,18.8,8.51,0.72,37.6
1381,2,19.0,6.1,0.42,62.0
753,4,8.7,8.13,0.59,44.8
1791,1,15.7,7.37,0.59,51.2
1679,4,17.5,9.66,0.54,22.2
1494,3,17.6,5.87,0.63,54.8
2109,1,9.0,8.43,0.73,53.8
1274,0,1.8,5.16,0.65,78.3
993,2,10.1,6.29,0.83,73.2
1876,4,19.6,9.1,0.82,36.4
2070,2,13.0,6.08,0.78,54.4
976,2,10.4,5.26,0.27,63.8
2449,6,19.2,7.3,0.54,21.2
560,1,4.3,6.93,0.69,69.0
1395,2,12.0,9.31,0.65,61.0
1619,2,10.9,6.06,0.91,60.0
1354,6,10.5,10.36,0.43,20.0
1404,3,12.4,6.72,0.63,61.9
3109,4,8.9,6.94,0.66,33.9
1204,3,3.8,7.18,0.91,65.5
3508,5,19.3,9.92,0.38,0.0
2105,5,9.8,9.78,0.74,31.6
1864,1,8.7,7.57,0.8,63.9
2133,3,18.1,7.64,0.5,44.2
3570,3,2.9,7.96,0.57,38.1
1104,3,19.5,8.2,0.67,51.2
1015,0,2.8,5.48,0.81,83.9
1271,2,7.7,6.41,0.67,58.2
1822,2,14.5,7.77,0.5,37.8
591,1,7.7,6.26,0.76,81.0
1815,3,9.7,8.45,0.9,56.2
2985,4,19.6,9.54,0.57,15.8
1905,0,10.5,6.34,0.62,60.6
1595,2,12.6,8.51,0.59,57.6
1367,2,10.1,6.35,0.57,61.0
2428,2,10.9,9.29,0.72,46.8
1221,4,5.1,6.92,0.75,66.6
3092,3,11.4,8.07,0.91,47.7
3153,6,21.9,8.46,0.42,1.6
1979,5,7.1,10.21,0.5,19.6
1791,1,12.8,8.14,0.92,60.0
2521,7,16.8,9.57,0.66,24.1
2566,4,8.0,9.68,0.67,24.3
1235,3,1.2,6.83,0.73,62.5
1431,6,19.9,9.44,0.52,14.8
874,4,17.7,7.95,0.74,48.8
2086,4,4.5,8.19,0.62,42.6
2266,2,8.7,6.02,0.58,59.4
855,1,12.7,7.01,0.75,70.6
1481,3,19.2,6.76,0.86,52.0
856,1,16.0,5.17,0.79,72.5
1170,1,8.2,6.9,1.0,79.8
2185,3,13.4,10.54,0.65,24.1
1286,2,10.9,6.69,0.67,62.5
1589,1,10.1,8.02,0.51,43.4
660,1,15.5,7.76,0.9,78.5
1930,3,13.3,7.01,0.75,58.9
1769,7,27.4,13.01,0.59,0.0
1289,1,19.1,10.6,0.52,35.7
1667,8,14.8,11.55,0.65,11.7
1926,2,6.6,8.56,0.76,51.3
1229,3,6.9,7.14,0.53,56.4
766,3,13.6,8.36,0.82,56.4
3063,8,10.9,10.29,0.51,0.2
1356,3,8.8,9.21,0.35,33.4
1732,4,9.6,8.36,0.51,32.8
2507,3,24.1,10.53,0.44,7.6
4270,2,7.6,9.87,0.63,14.0
928,3,2.1,6.66,0.65,63.5
2114,1,8.9,6.59,0.68,60.3
1304,1,4.9,8.48,0.53,59.8
1422,1,12.0,5.56,0.57,59.6
1295,6,14.5,9.15,0.25,5.2
1012,3,12.6,8.09,0.84,57.0
1771,4,4.7,7.6,0.6,45.0
767,1,7.9,7.05,0.79,77.2
2462,3,17.5,9.49,0.75,36.7
1838,1,6.9,7.44,0.83,65.9
2095,2,10.7,6.16,0.65,61.5
1473,1,11.0,5.84,0.85,75.6
1542,3,8.4,7.65,0.43,34.7
2001,2,4.5,9.22,0.49,38.4
985,2,23.1,8.76,0.57,43.1
1549,1,12.4,6.56,0.82,68.3
1198,4,12.2,6.27,0.53,56.3
1176,3,18.3,5.64,0.61,60.8
500,1,10.4,4.47,0.9,95.2
2737,3,15.3,7.57,0.82,41.8
1319,0,11.0,7.87,0.79,68.8
2614,1,14.2,8.78,0.96,49.0
2548,2,4.9,8.41,0.76,46.5
899,1,8.5,5.24,0.72,71.4
1038,0,12.7,8.17,0.93,79.1
3592,2,10.4,10.3,0.71,22.6
3025,3,7.0,9.25,0.75,36.8
1777,1,8.0,7.2,0.42,45.1
1980,2,10.6,10.91,0.7,31.7
1358,6,7.5,7.28,0.42,32.4
2102,4,20.7,8.2,0.52,36.1
1297,3,5.5,8.38,0.65,54.1
500,2,16.3,6.75,0.86,76.4
874,2,18.4,9.8,0.78,49.7
1814,5,9.9,7.8,0.44,29.7
1008,0,12.0,8.57,0.76,71.5
1752,3,15.1,6.9,0.66,47.5
1047,2,10.1,8.72,0.69,65.8
1252,1,16.4,6.97,0.88,82.2
2397,5,17.2,8.1,0.72,20.5
1973,2,12.5,10.77,0.87,44.7
1793,3,20.0,8.1,0.64,41.9
2415,6,19.1,10.39,0.34,0.0
2136,2,10.6,9.65,0.7,33.9
2812,4,7.3,8.79,0.65,31.2
1478,3,11.6,8.14,0.94,52.2
1499,0,0.5,8.18,0.74,70.7
889,3,18.0,8.49,0.92,61.7
1499,4,12.1,8.05,0.8,59.2
2475,2,8.5,5.19,0.78,64.5
2709,2,15.2,8.24,0.72,40.6
2472,4,12.2,8.79,0.5,28.9
544,3,19.7,8.05,0.56,47.3
2558,1,6.0,7.26,0.5,48.6
513,5,12.1,9.29,0.72,50.5
2428,4,16.3,11.07,0.2,0.0
1542,2,22.6,6.56,0.64,56.2
2291,1,10.3,7.17,0.84,62.5
867,3,6.1,7.71,0.6,55.2
2619,4,1.6,9.09,0.58,36.3
774,5,18.6,8.76,0.72,43.1
1332,1,5.8,6.79,0.54,65.7
1101,4,14.1,9.08,0.61,42.4
572,1,2.3,6.21,0.75,87.7
1866,2,20.0,7.55,0.58,42.1
3064,3,3.7,9.96,0.34,14.0
3666,3,1.1,8.17,0.8,38.1
1868,6,19.1,10.35,0.35,3.7
2581,2,1.8,6.59,0.68,45.9
1962,3,15.6,9.6,0.67,26.1
2149,2,11.0,7.66,0.51,47.0
1560,1,0.0,6.68,0.75,72.4
1936,2,16.9,6.25,0.69,53.1
2176,2,8.9,7.27,0.82,58.2
1395,3,9.0,7.94,0.63,55.3
1745,4,14.0,10.98,0.49,22.0
1759,4,12.7,10.36,0.46,30.2
2378,4,10.4,8.55,0.46,17.6
1053,4,7.2,7.69,0.88,64.3
1763,1,7.3,5.35,0.47,66.6
3138,2,5.0,9.77,0.55,27.8
2614,5,11.4,9.15,0.68,30.6
2744,4,16.1,9.47,0.49,17.4
1817,3,5.7,7.47,0.55,45.7
2024,4,11.2,9.08,0.5,34.1
2501,4,12.6,8.33,0.73,27.2
2892,6,13.9,10.29,0.2,0.0
500,3,8.5,6.83,0.58,65.9
879,3,13.0,8.14,0.71,58.1
2716,3,15.7,5.83,0.66,47.1
1606,3,23.1,5.64,0.53,59.7
1329,3,15.3,9.55,0.87,46.9
922,2,3.0,6.21,0.65,75.1
1411,4,16.0,6.9,0.56,57.1
818,3,6.8,4.35,0.68,73.1
3263,5,14.7,8.43,0.58,18.0
1784,2,9.4,8.86,0.87,56.1
1759,3,9.5,7.94,0.49,43.7
2211,2,14.8,7.43,0.65,47.2
2473,1,5.7,5.95,0.55,57.9
2462,3,20.1,9.22,0.76,26.7
2551,6,12.1,10.36,0.46,1.0
1358,5,19.2,8.01,0.46,27.0
1591,3,13.7,10.07,0.38,29.0
2338,0,13.4,6.27,0.68,58.6
1430,2,9.7,6.69,0.94,69.1
1796,2,14.4,9.83,0.55,26.2
2079,3,14.6,8.39,0.63,33.3
2349,2,6.4,7.27,0.84,59.7
555,6,10.7,9.0,0.49,35.2
2300,2,13.1,8.2,0.45,44.0
1636,2,12.4,8.54,0.78,54.5
2295,2,7.3,6.62,1.0,76.8
2343,2,13.3,7.9,0.51,39.5
2925,4,9.2,7.27,0.75,33.1
2747,4,15.8,9.5,0.51,19.0
2742,4,9.5,8.84,0.7,24.9
2810,3,7.8,8.37,0.55,30.5
2003,2,10.0,7.82,0.71,52.2
1822,0,7.0,7.11,0.72,68.4
2410,1,6.4,8.28,1.0,57.2
2312,2,13.4,7.55,0.55,44.4
1583,3,15.5,8.01,0.54,39.8
2083,1,4.6,8.73,0.85,62.3
1775,3,8.4,9.15,0.76,36.8
1202,4,20.4,7.32,0.53,38.9
2703,7,14.3,11.66,0.69,0.0
1838,2,15.6,8.62,0.68,49.5
3234,1,5.6,9.95,0.8,48.3
662,2,6.6,5.52,0.52,65.2
1410,4,9.2,8.75,0.8,39.9
1822,3,8.9,8.42,0.72,47.2
2596,2,14.1,10.75,0.51,18.5
2079,1,5.5,7.47,0.88,63.5
2017,8,16.8,11.06,0.66,1.0
1010,0,2.4,7.61,0.79,77.1
990,2,9.1,9.32,0.93,63.2
2025,3,6.1,7.11,0.69,53.6
845,1,6.9,6.02,1.0,93.2
1427,3,7.2,8.14,0.73,55.5
2150,4,13.8,10.22,0.48,20.2
1112,0,6.5,4.55,0.79,95.4
2923,2,11.6,7.81,0.62,36.4
2656,3,19.6,11.59,0.81,20.0
700,0,6.3,4.69,0.69,83.7
1147,3,10.5,6.75,0.58,59.2
500,0,9.7,6.47,0.54,68.4
1252,3,18.0,7.59,0.33,41.1
2336,1,8.4,8.72,0.83,63.5
1510,5,0.0,11.04,0.44,18.1
2122,2,4.4,7.83,0.75,61.4
734,2,0.0,8.77,0.6,62.9
2358,1,12.0,6.18,0.76,60.8
1411,1,4.2,7.66,1.0,69.6
1808,3,7.2,6.34,1.0,72.7
1734,5,8.2,8.26,0.58,39.3
909,1,10.9,8.06,0.64,55.8
992,2,10.4,6.32,0.69,67.7
2477,4,6.5,10.49,0.46,16.3
2079,1,8.2,8.02,0.77,58.6
2535,1,3.6,5.74,0.75,68.1
2027,6,18.3,11.71,0.5,0.0
1900,5,15.7,8.67,0.8,32.7
591,1,12.1,6.49,0.78,72.7
1610,1,8.6,6.92,0.93,68.3
1780,0,6.8,4.26,0.4,73.0
3167,10,23.7,12.21,0.46,0.0
2280,6,13.2,10.07,0.71,23.1
2875,1,10.4,6.01,0.69,54.5
2218,1,10.3,7.35,0.96,71.1
1302,1,9.4,7.94,0.45,54.2
1881,1,5.5,7.52,0.65,58.3
1965,0,0.0,5.77,0.89,82.6
1142,2,21.0,10.03,0.74,39.9
1530,2,12.1,10.43,0.55,33.2
1655,5,12.7,9.53,0.44,26.1
2923,4,12.0,9.76,0.7,24.0
500,1,4.1,6.18,0.78,93.9
2644,2,3.1,7.92,0.65,54.7
1144,2,13.2,7.7,0.76,55.3
839,2,15.2,7.12,0.41,52.4
2625,4,8.3,8.07,0.67,40.9
2312,3,14.7,8.74,0.35,29.4
2678,5,18.6,8.73,0.79,29.6
2360,5,14.6,8.75,0.64,28.5
3241,6,6.3,8.71,0.62,15.7
2191,4,8.3,9.38,0.64,36.6
1690,0,6.1,8.26,0.62,61.7
2040,4,9.2,9.5,0.48,29.1
2670,9,23.0,10.78,0.67,0.4
1254,2,17.4,7.04,0.59,52.0
1343,3,16.3,7.1,0.61,55.5
1583,1,16.5,6.94,0.64,43.9
500,2,6.5,6.64,0.7,76.7
1896,4,16.9,11.06,0.57,15.2
500,5,17.5,8.43,0.57,41.2
1837,2,9.6,7.57,0.79,56.6
2405,2,17.1,7.2,0.55,48.8
1466,9,12.7,12.21,0.5,0.0
2973,2,2.8,7.97,0.9,54.2
777,5,4.5,7.06,0.71,62.9
2633,2,8.3,8.75,0.5,29.8
2272,0,11.1,7.51,0.71,57.9
598,3,7.9,9.47,0.72,57.7
3697,3,8.0,8.82,0.52,20.2
1755,3,9.6,9.46,0.83,53.9
1185,3,4.1,8.16,0.64,54.0
815,1,8.2,5.75,0.94,88.5
1645,3,23.3,7.11,0.72,51.0
1710,2,4.3,6.49,0.59,60.5
1871,2,12.9,9.24,0.65,43.7
1591,3,14.3,9.29,0.67,40.9
2243,1,8.0,6.52,0.6,56.3
1528,5,15.5,7.6,0.75,37.7
500,4,14.6,8.42,0.45,40.8
1695,1,7.2,8.1,0.59,51.4
500,1,9.2,6.93,0.65,75.3
2047,3,16.9,8.28,0.77,53.5
1114,3,14.7,7.28,0.86,66.5
1914,0,3.6,5.07,0.97,89.2
2719,1,10.9,8.02,0.84,59.4
1135,0,4.1,4.63,0.67,82.0
2542,2,7.8,6.64,0.43,40.6
1496,2,21.6,8.26,0.82,48.8
3027,2,18.1,9.96,0.88,33.3
1544,3,17.0,8.73,0.58,34.5
1211,3,7.4,6.88,0.89,75.0
2281,1,9.9,7.44,0.7,50.9
1494,4,10.6,9.09,0.56,29.4
1210,0,13.8,8.0,0.75,68.1
1465,3,11.2,7.4,0.54,46.3
1768,3,11.6,7.6,0.45,42.0
2739,2,18.8,8.97,0.52,34.1
500,0,6.5,6.01,0.79,94.8
1816,4,3.2,10.38,0.5,35.7
2237,4,14.9,7.93,0.84,52.0
1935,4,16.3,8.61,0.66,33.9
2716,2,14.3,9.35,0.63,30.0
1747,2,12.3,6.17,0.49,56.3
1670,1,15.5,8.98,0.57,50.3
2214,4,16.6,7.11,0.66,38.5
1869,3,14.4,5.31,0.75,61.6
1526,2,8.3,8.61,0.36,34.2
2161,4,0.1,7.82,0.39,31.3
1343,2,9.1,6.91,0.71,59.4
1372,3,23.2,8.57,0.63,42.2
1430,3,10.5,7.93,0.74,47.4
2747,3,13.4,6.4,0.6,46.0
500,6,11.8,8.86,0.62,35.5
2076,4,17.1,9.76,0.69,31.5
1823,6,14.8,10.56,0.62,18.1
623,4,16.4,8.09,0.76,60.3
2016,4,15.7,8.62,0.69,39.7
2133,2,9.1,7.63,0.44,38.0
2212,4,15.7,8.28,0.78,36.0
500,3,15.9,7.17,1.0,69.5
2756,1,0.0,6.52,0.64,59.2
1283,2,10.0,9.32,0.57,52.7
2280,2,16.0,4.84,0.62,48.1
2318,8,17.0,10.84,0.42,1.3
1186,1,23.3,7.05,0.67,59.8
2262,5,10.1,9.77,0.65,23.4
1530,4,16.0,9.2,0.8,38.6
500,2,10.2,6.75,0.47,67.6
2617,1,0.9,6.79,0.7,61.4
1257,6,18.4,11.78,0.58,25.8
1201,1,11.2,7.12,0.59,57.9
1517,3,10.8,7.64,0.75,60.4
1990,2,16.4,7.1,0.64,49.6
1759,2,3.1,7.35,0.98,62.8
2183,5,11.2,7.37,0.73,41.3
862,2,8.0,6.88,0.5,58.8
1280,1,8.8,5.81,0.49,70.6
1718,2,15.7,4.82,0.97,82.9
3128,5,15.3,10.22,0.65,10.6
1720,5,21.6,6.1,0.75,51.1
2559,5,6.9,7.9,0.85,42.1
1826,7,10.9,10.66,0.43,15.1
1461,1,0.2,7.53,0.79,61.7
1627,0,13.0,7.27,0.8,72.1
1682,4,1.7,6.52,0.51,62.3
2222,2,3.8,6.13,0.58,67.7
2762,5,13.3,10.27,0.68,20.9
2051,4,0.3,7.5,0.43,42.1
2630,1,10.0,8.39,0.64,52.1
1124,3,17.6,8.11,0.72,52.5
1509,2,8.0,5.21,0.7,67.4
1292,0,10.5,4.88,0.9,86.0
2020,2,19.3,11.54,0.7,31.6
1548,1,11.2,8.1,0.79,67.0
2310,0,13.9,8.33,0.65,48.7
1148,4,10.4,7.84,0.64,51.1
1830,1,7.1,5.96,0.8,69.3
2280,2,12.4,5.83,0.66,64.0
500,4,15.0,9.56,0.38,22.1
3285,7,19.7,10.45,0.7,0.6
1601,3,16.7,7.66,0.88,49.6
500,3,17.0,7.89,0.46,56.7
1910,4,20.8,8.37,0.81,36.7
1823,2,19.5,6.75,0.87,52.4
1742,4,11.6,8.29,0.66,42.1
2493,3,12.5,6.86,0.53,48.5
2323,3,13.1,9.0,0.44,16.8
2008,2,15.5,7.3,0.8,50.8
2115,1,9.5,6.59,0.54,58.9
1726,1,5.1,8.23,0.67,65.4
3042,1,11.2,8.51,1.0,50.3
764,1,20.4,7.73,0.59,59.5
1897,1,2.9,7.04,0.74,72.0
1845,5,14.1,9.4,0.69,23.2
2369,1,12.1,8.12,0.85,54.6
1209,3,7.2,8.97,0.66,51.2
579,1,15.7,6.87,0.71,64.5
1909,3,7.2,8.43,0.28,36.4
